audio file path;album metadata;album directory
C:\Music\The Eagles\The Eagles-Witchy Woman.mp3;Their Greatest Hits;Their Greatest Hits
C:\Music\The Fabulous Thunderbirds\The Fabulous Thunderbirds - Feelin' Good.mp3;The Blues;The Blues
C:\Music\The Georgia Satellites\The Georgia Satellites-Hippy Hippy Shake.mp3;Cocktail;Cocktail
C:\Music\The Hobbit\Howard Shore & Neil Finn-Song of the Lonely Mountain.mp3;The Hobbit: An Unexpected Journey;The Hobbit- An Unexpected Journey
C:\Music\The Hobbit\Howard Shore, Richard Armitage & The Dwarf Cast-Misty Mountains.mp3;The Hobbit: An Unexpected Journey;The Hobbit- An Unexpected Journey
C:\Music\The Holmes Brothers\The Holmes Brothers-Beast Of Burden.mp3;Paint It Blue: Songs Of The Rolling Stones;Paint It Blue- Songs Of The Rolling Stones
C:\Music\The Judds\The Judds-Why Not Me.mp3;Why Not Me;Why Not Me
C:\Music\The Kings\The Kings-THIS BEAT GOES ON.mp3;The Kings Are Here-Amazon Beach;The Kings Are Here-Amazon Beach
C:\Music\The Lord of the Rings\Howard Shore-The Taming Of Smeagol.mp3;Lord of The Rings;Lord of The Rings
C:\Music\The Marvelettes\The Marvelettes-Danger Hearbreak Dead Ahead.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\The Outfield\The Outfield-Your Love.mp3;Play Deep;Play Deep
C:\Music\The Police\The Police-roxanne.mp3;The Very Best of Sting & the Police;The Very Best of Sting & the Police
C:\Music\The Rankin Family\The Rankin Family - Rise Again.mp3;Collection;Collection
C:\Music\The Rankin Family\The Rankin Family - Roving Gypsy Boy .mp3;Collection;Collection
C:\Music\The Rankin Family\The Rankin Family - We'll Carry On.mp3;Collection;Collection
C:\Music\The Rankin Family\The Rankin Family - You Feel the Same Way Too.mp3;Collection;Collection
C:\Music\The Rankin Family\The Rankin Family-Gillis Mountain.mp3;Fare Thee Well Love;Fare Thee Well Love
C:\Music\The Rankin Family\The Rankin Family-Movin On.mp3;Reunion;Reunion
C:\Music\The Rankin Family\The Rankin Family-North Country.mp3;North Country;North Country
C:\Music\The Rankin Family\The Rankin Family-Orangedale Whistle.mp3;Fare Thee Well Love;Fare Thee Well Love
C:\Music\The Ravens & Jimmy Ricks\The Ravens & Jimmy Ricks-Daddy Rollin' Stone.mp3;Still Got The Blues, Vol:4;Still Got The Blues, Vol-4
C:\Music\The Rembrants\The Rembrants-I'll Be There For You.mp3;Absolute 90's;Absolute 90's
C:\Music\The Righteous Brothers\The Righteous Brothers-Unchained Melody.mp3;Ghost;Ghost
C:\Music\The Rivieras\The Rivieras-California Sun.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\The Royal Guardsmen\The Royal Guardsmen-Snoopy vs. The Red Baron (Remastered).mp3;Snoopy vs. the Red Barron-Snoopy and His Friends;Snoopy vs. the Red Barron-Snoopy and His Friends
C:\Music\The Searchers\The Searchers-Sugar and Spice.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\The Tragically Hip\The Tragically Hip-38 Years Old.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Another Midnight.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Blow At High Dough.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Boots Or Hearts.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Everytime You Go.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-I'll Believe In You (Or I'll Be Leaving You Tonight).mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-New Orleans Is Sinking.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Opiated.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-She Didn't Know.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-Trickle Down.mp3;Up To Here;Up To Here
C:\Music\The Tragically Hip\The Tragically Hip-When The Weight Comes Down.mp3;Up To Here;Up To Here
C:\Music\The Trews\The Trews-Man of Two Minds.mp3;No Time For Later;No Time For Later
C:\Music\The Vaughan Brothers\The Vaughan Brothers-Telephone Song.mp3;The Real Deal: Greatest Hits Vol. 2;The Real Deal- Greatest Hits Vol. 2
C:\Music\The Vogues\The Vogues-Five O'Clock World.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\The Who\The Who-Teenage Wasteland.mp3;Baba O'Reiley;Baba O'Reiley
C:\Music\Them\Them-Baby Please Don't Go.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\Theory of a Deadman\Theory of a Deadman - Out of My Head.mp3;The Truth Is...;The Truth Is
C:\Music\Theory of a Deadman\Theory of a Deadman-Bad Girlfriend.mp3;Scars and Souvenirs;Scars and Souvenirs
C:\Music\Theory of a Deadman\Theory of a Deadman-Hate My Life.mp3;Scars and Souvenirs;Scars and Souvenirs
C:\Music\Theory of a Deadman\Theory of a Deadman-Little Smirk.mp3;Scars and Souvenirs;Scars and Souvenirs
C:\Music\Thin Lizzie\Thin Lizzy-The Boys Are Back In Town.mp3;Dedication;Dedication
C:\Music\Third Eye Blind\Third Eye Blind-How's It Going To Be.mp3;Big Shiny Tunes 3;Big Shiny Tunes 3
C:\Music\Tim McGraw\Faith Hill & Tim McGraw-It's Your Love.MP3;Number One Hits;Number One Hits
C:\Music\Tim McGraw\Tim Mcgraw-BBQ Stain (On My White T Shirt).mp3;Number One Hits;Number One Hits
C:\Music\Tim McGraw\Tim Mcgraw-My Next 30 Years.mp3;Number One Hits;Number One Hits
C:\Music\Toby Keith\Toby Keith-As Good As I Once Was.mp3;Honkytonk University;Honkytonk University
C:\Music\Tommy James &The Shondells\Tommy James-Crimson And Clover.mp3;Story Disc 1;Story Disc 1
C:\Music\Tommy James &The Shondells\Tommy James-I Think We're Alone.mp3;The Essentials;The Essentials
C:\Music\Tommy James &The Shondells\Tommy James-Mony Mony.mp3;Chart Toppers-Rock Hits of the 60s;Chart Toppers-Rock Hits of the 60s
C:\Music\Tommy Tucker\Tommy Tucker-Drunk.mp3;The Story of the Blues;The Story of the Blues
C:\Music\Toronto Children's Chorus\Toronto Children's Chorus - The Huron Carol.mp3;Now Christmas Traditional;Now Christmas Traditional
C:\Music\Total Sharpville\Todd Sharpville-Can't Hold Out.mp3;Still Got The Blues, Vol:4;Still Got The Blues, Vol-4
C:\Music\Toto\Toto-Africa.mp3;Collections;Collections
C:\Music\Townes Van Zandt\Townes Van Zandt - Nothin'.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Tracy Lawrence\Tracy Lawrence-I Threw the Rest Away.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-If the Good Die Young.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-Renegades, Rebels, and Rogues.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-Runnin' Behind.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-Somebody Paints the Wall.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-Sticks and Stones [Acoustic].mp3;Live and Unplugged;Live and Unplugged
C:\Music\Tracy Lawrence\Tracy Lawrence-Today's Lonely Fool.mp3;Live and Unplugged;Live and Unplugged
C:\Music\Train\Train-Save Me, San Francisco.mp3;Save Me, San Francisco;Save Me, San Francisco
C:\Music\Travis Tritt\Travis Tritt-Country Ain't Country.mp3;Strong Enough;Strong Enough
C:\Music\Travis Tritt\Travis Tritt-Country Club.mp3;Country Club;Country Club
C:\Music\Travis Tritt\Travis Tritt-Draggin' My Heart Around.mp3;Restless Kind;Restless Kind
C:\Music\Travis Tritt\Travis Tritt-Here's A Quarter (Call Someone Who Cares).mp3;It's All About To Change;It's All About To Change
C:\Music\Travis Tritt\Travis Tritt-Modern Day Bonnie And Clyde.MP3;Down The Road I Go;Down The Road I Go
C:\Music\Travis Tritt\Travis Tritt-More Than You'll Ever Know.mp3;Restless Kind;Restless Kind
C:\Music\Travis Tritt\Travis Tritt-Restless Kind.mp3;Restless Kind;Restless Kind
C:\Music\Travis Tritt\Travis Tritt-She's Going Home With Me.mp3;Restless Kind;Restless Kind
C:\Music\Travis Tritt\Travis Tritt-Still in Love With You.mp3;Restless Kind;Restless Kind
C:\Music\Travis Tritt\Travis Tritt-T-R-O-U-B-L-E.mp3;T-R-O-U-B-L-E;T-R-O-U-B-L-E
C:\Music\Travis Tritt\Travis Tritt-Take It Easy.mp3;Common Thread-The Songs of the Eagles;Common Thread-The Songs of the Eagles
C:\Music\Travis Tritt\Travis Tritt-Where Corn Don't Grow.mp3;Restless Kind;Restless Kind
C:\Music\Tri Continental\Tri Continental-Bill Miner.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Fiderana.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-MBO.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Precious Love.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Red Moon.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Scarecrow Murders.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-The Chant.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-The House.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-These Blues.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Waiting.mp3;Tri Continental;Tri Continental
C:\Music\Tri Continental\Tri Continental-Yesterday is Gone.mp3;Tri Continental;Tri Continental
C:\Music\Trooper\Trooper-Raise A Little Hell.mp3;Hot Shots;Hot Shots
C:\Music\Trooper\Trooper-The Boys In The Bright White Sports Car.mp3;Hot Shots;Hot Shots
C:\Music\Tuts Washington\Tuts Washington-When The Saints Go Marching In.mp3;Louisiana Scrapbook;Louisiana Scrapbook
C:\Music\Twisted Sister\TWISTED SISTER-WE'RE NOT GONNA TAKE IT.MP3;Stay Hungry;Stay Hungry
C:\Music\U2\U2-New Year's Day.mp3;War;War
C:\Music\Ugly Kid Joe\Ugly Kid Joe-Cats in the cradle and a silver spoon.mp3;Cats in the Cradle;Cats in the Cradle
C:\Music\Unknown\It's All About The Blues - CC Rider.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Unknown\It's All About The Blues - Harmonica Hop.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Unknown\It's All About The Blues - Mean Old Bedbug Blues.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Unknown\It's All About The Blues - Pratt City Blues.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Unknown\It's All About The Blues - St Louis Blues.mp3;Its All About the Blues;Its All About the Blues
C:\Music\Van Halen\Van Halen-Dance The Night Away.MP3;Van Halen II;Van Halen II
C:\Music\Van Halen\Van Halen-Jump.MP3;1984;1984
C:\Music\Van Halen\Van Halen-PANAMA.MP3;1984;1984
C:\Music\Van Morrison\Van Morrison - Midnight Special.mp3;The Blues;The Blues
C:\Music\Van Morrison\Van Morrison-Brown Eyed Girl.mp3;T. B. Sheets;T. B. Sheets
C:\Music\Wade Hayes\Wade Hayes-Old Enough To Know Better.mp3;Old Enough To Know Better;Old Enough To Know Better
C:\Music\Wade Hayes\Wade Hayes-On A Good Night.mp3;On A Good Night;On A Good Night
C:\Music\Walter Wolfman Washington\Walter 'Wolfman' Washington-You Got Me Worried.mp3;Louisiana Scrapbook;Louisiana Scrapbook
C:\Music\Wayne Fontasna and the Mindbenders\Wayne Fontana and the Mindbenders-Game of Love.mp3;Good Morning Vietnam;Good Morning Vietnam
C:\Music\Whitesnake\Whitesnake - Here I Go Again.mp3;Greatest Hits;Greatest Hits
C:\Music\Whitney Houston\Whitney Houston-I Have Nothing (Remastered).mp3;Whitney - The Greatest Hits;Whitney - The Greatest Hits
C:\Music\Whitney Houston\Whitney Houston-I Will Always Love You.mp3;Whitney - The Greatest Hits;Whitney - The Greatest Hits
C:\Music\Wilbert Harrison\Wilbert Harrison - Kansas City.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Willie Dixon\Willie Dixon - Back Door Man.mp3;The Blues;The Blues
C:\Music\Willie Dixon\Willie Dixon-Walkin' The Blues.mp3;Blues Legends;Blues Legends
C:\Music\Willie King\Willlie King-Peg Leg Woman.mp3;Still Got The Blues, Vol:4;Still Got The Blues, Vol-4
C:\Music\Willie Mabon\Willie Mabon - Poison Ivy.mp3;The Great Tomato Blues Package;The Great Tomato Blues Package
C:\Music\Willie Williams and Carey Bell\Willie Williams And Carey Bell-Showing Off My Car.mp3;The Story of the Blues;The Story of the Blues
C:\Music\Wilson Phillips\Wilson Phillips-Release Me.mp3;Wilson Phillips;Wilson Phillips
C:\Music\X Ambassadors\X Ambassadors-Renegades.mp3;VHS;VHS
C:\Music\Yes\Yes-Owner of a Lonely Heart.mp3;90125;90125
C:\Music\Z.Z. Hill\Z.Z. Hill-Love Is So Good When You Are Stealing It.mp3;Blues Legends;Blues Legends
C:\Music\ZZ Top\ZZ Top-Tush.mp3;The Best of ZZ Top;The Best of ZZ Top
